pop,upop
17202032.00,48.23
209832.00,25.73
8189984.00,22.48
347325.00,90.15
44063.00,64.22
1916240.00,39.78
1043239.00,43.27
82223153.00,70.46
92020.00,25.95
3660000.00,46.49
29238.00,100.00
2089716.00,56.80
601603.00,45.74
24027330.00,46.94
13124285.00,22.15
40711172.00,24.32
1303879.00,27.14
17865238.00,8.24
14760094.00,67.91
163650.00,59.29
3283400.00,84.27
3968453.00,51.86
7445788.00,15.21
90773613.00,28.02
38570.00,89.26
4209488.00,71.70
1679089.00,62.59
101420791.00,30.08
14485.00,68.89
2368772.00,53.16
3960243.00,14.59
3994328.00,47.21
20909897.00,68.10
58844392.00,46.48
37824487.00,61.04
10019610.00,46.87
3473898.00,90.41
445203.00,91.67
23057662.00,51.79
146857000.00,73.18
7048075.00,5.27
161424.00,21.20
23463.00,90.40
109268.00,41.38
15239174.00,75.27
7062540.00,38.61
68848.00,49.25
3791078.00,32.79
2846100.00,100.00
5250596.00,55.57
1995196.00,50.06
294962.00,13.30
6217331.00,28.97
33728498.00,50.97
5735170.00,11.80
38715849.00,74.90
16599000.00,18.59
41045.00,34.86
133532.00,28.77
106533.00,40.28
18669146.00,26.24
391851.00,65.56
801350.00,22.85
8436489.00,83.10
6593386.00,70.14
11730217.00,48.52
5008827.00,32.61
23914852.00,18.22
54933561.00,28.90
703696.00,19.91
3579489.00,27.77
94680.00,22.64
1204890.00,8.90
7857619.00,56.31
52126497.00,56.59
3479088.00,45.32
10588.00,70.99
8889.00,38.05
16227778.00,10.27
51521000.00,66.40
1613904.00,79.34
56928327.00,78.24
244499000.00,74.94
3069094.00,88.29
19583186.00,40.69
139369.00,18.01
18912431.00,83.37
63263000.00,19.75
104500.00,86.41
10958983.00,19.85
7696070.00,39.51
9866776.00,27.52
214097076.00,49.88
5923643.00,39.19
110801380.00,61.31
1793749582.00,33.00
1578320124.00,27.44
310043791.00,71.14
838579751.00,67.45
235319327.00,56.08
476355806.00,70.35
250873378.00,31.71
344448856.00,24.80
1193890119.00,74.59
273342928.00,76.68
920547191.00,74.02
437843614.00,69.89
364467472.00,67.05
496364388.00,20.64
3999011125.00,33.16
314448816.00,21.63
1856795603.00,29.47
245759075.00,54.40
218626660.00,51.20
3684562309.00,34.15
274256841.00,75.24
1057515403.00,72.97
12910362.00,34.32
1662156.00,30.77
20496161.00,35.44
1108132042.00,24.76
494580339.00,26.46
494145500.00,26.45
1827766706.00,38.89
5192901244.00,42.57
11608351.00,18.04
3227943.00,36.16
25257671.00,51.30
45591.00,80.26
52449.00,94.87
10820992.00,24.95
61967.00,35.35
32263559.00,86.61
3542720.00,67.69
61032.00,50.34
16814400.00,85.40
7619567.00,65.73
7104058.00,54.06
251855.00,79.28
481126.00,87.95
103400571.00,19.33
259454.00,33.20
10170000.00,65.59
9937697.00,96.29
183470.00,47.66
4836240.00,33.73
58841.00,100.00
529284.00,15.65
6723046.00,54.57
4559256.00,38.92
1339813.00,38.65
147801816.00,73.14
249738.00,65.13
8876972.00,66.04
8579825.00,13.56
5454475.00,6.05
334473.00,41.50
8723550.00,15.21
11716975.00,39.08
27379000.00,76.56
23776.00,100.00
2871005.00,36.74
5769273.00,20.60
139528.00,31.50
12928491.00,83.14
1118650000.00,25.70
33624442.00,67.75
403003.00,27.38
33763056.00,30.20
2323890.00,53.91
3018953.00,49.09
11744698.00,38.98
4767000.00,53.69
10486110.00,72.89
146937.00,84.41
751047.00,66.36
10361068.00,75.25
5132594.00,84.78
558810.00,75.75
71242.00,61.45
7042940.00,54.96
9977380.00,54.32
55035937.00,43.61
5184221.00,48.71
365451.00,33.76
3091083.00,15.68
1568131.00,71.42
46433604.00,12.38
48105.00,30.43
724624.00,40.85
4964371.00,78.69
58182702.00,73.95
194249.00,58.10
926648.00,67.79
881146.00,37.23
4803300.00,55.28
78751283.00,72.98
14232493.00,35.72
10089498.00,71.28
55300.00,79.36
96871.00,33.38
127525.00,91.00
8940285.00,40.72
5763843.00,27.74
1032797.00,26.92
726237.00,29.67
6956301.00,27.41
4766802.00,39.97
5686200.00,99.09
10481719.00,65.81
252852.00,90.52
852736160.00,25.31
178233231.00,29.65
54735239.00,55.79
17048167.00,69.89
3511009.00,56.79
69265.00,51.75
4518000.00,90.26
56671781.00,66.75
2374900.00,49.24
123116000.00,77.21
3056000.00,72.10
16249500.00,56.36
22668238.00,16.49
70863.00,34.70
19895390.00,58.24
42449038.00,72.15
2054443.00,97.96
4307500.00,38.07
4126935.00,15.10
2666955.00,69.20
2676615.00,82.76
1569936.00,13.43
2137018.00,52.81
4294547.00,75.67
28405.00,17.06
3684255.00,67.64
377100.00,80.89
348467.00,99.71
1999338.00,57.37
11205548.00,23.02
9073088.00,11.24
17707064.00,49.01
216553.00,25.81
8322726.00,22.90
350722.00,90.27
45813.00,64.71
1968870.00,40.55
1051260.00,43.58
83901643.00,70.96
94091.00,25.88
3681000.00,46.86
29313.00,100.00
2141006.00,57.08
605521.00,46.89
24489354.00,47.67
13181941.00,23.55
41379635.00,24.44
1360921.00,27.40
18285434.00,8.54
14848907.00,68.30
166898.00,59.43
3299200.00,84.51
4055262.00,52.10
7671233.00,15.29
93179755.00,28.84
41243.00,89.54
4226901.00,71.83
1741965.00,64.37
104530689.00,30.33
14762.00,69.24
2419618.00,53.50
4057406.00,14.79
4103909.00,47.95
21368856.00,68.50
60391168.00,47.64
37961529.00,61.23
10005000.00,47.39
3505650.00,91.92
463062.00,92.25
23161458.00,52.50
147721000.00,73.40
7239097.00,5.34
162001.00,21.20
23740.00,90.40
111373.00,42.51
15810980.00,75.93
7285378.00,38.76
69388.00,49.25
3878211.00,33.02
2930900.00,100.00
5275942.00,56.03
1996351.00,50.22
303258.00,13.49
6285456.00,29.31
34490549.00,51.51
5771305.00,12.52
38791473.00,75.13
16825000.00,18.58
40854.00,34.74
135954.00,29.06
107081.00,40.84
19284633.00,27.41
400133.00,65.63
833787.00,22.88
8492964.00,83.10
6646912.00,71.68
12088714.00,48.72
5160375.00,32.23
24663284.00,18.57
55812794.00,29.17
720198.00,20.37
3684309.00,28.18
94943.00,22.67
1213625.00,8.68
7958694.00,57.13
53066569.00,57.90
3570558.00,45.16
11019.00,72.72
8949.00,39.35
16802258.00,10.67
51773000.00,66.72
1712117.00,79.20
57076711.00,78.19
246819000.00,75.09
3088985.00,88.63
20052259.00,40.52
142852.00,18.44
19388262.00,83.83
64774000.00,19.89
103000.00,87.06
11426912.00,20.39
7921028.00,39.46
10184966.00,28.25
221928852.00,50.42
5960368.00,39.33
110745760.00,61.52
1820607703.00,33.65
1603652723.00,28.16
311482918.00,71.29
842907397.00,67.60
237277995.00,56.39
477948527.00,70.50
259402603.00,32.38
354714206.00,25.26
1203134914.00,74.82
276140078.00,76.89
926994836.00,74.24
445998222.00,70.46
371398873.00,67.66
510057629.00,21.08
4079581077.00,33.68
323227228.00,22.01
1899363670.00,29.87
254342990.00,54.85
226312496.00,51.66
3756353849.00,34.68
277473326.00,75.43
1066598845.00,73.26
13247336.00,35.33
1685260.00,31.13
20892964.00,36.13
1132770314.00,25.03
508616039.00,26.99
508168676.00,26.98
1856990179.00,39.60
5282715991.00,42.93
12067570.00,18.32
3286542.00,36.43
25912364.00,52.09
47044.00,80.95
54511.00,94.71
11127870.00,25.58
61906.00,35.43
32729740.00,86.98
3544695.00,67.42
62148.00,50.32
17065100.00,85.40
7677850.00,65.77
7159000.00,53.75
256338.00,79.84
495944.00,88.14
105983136.00,19.81
260374.00,32.65
10189000.00,65.98
9967379.00,96.38
187552.00,47.47
5001271.00,34.49
59326.00,100.00
535505.00,16.39
6856246.00,55.58
4526996.00,39.25
1379814.00,41.93
150393143.00,73.92
256939.00,65.83
8718289.00,66.38
8811033.00,13.82
5613141.00,6.27
341256.00,44.12
9008856.00,15.55
12070359.00,39.66
27791000.00,76.58
25009.00,100.00
2937832.00,36.83
5958022.00,20.81
140669.00,31.39
13141202.00,83.27
1135185000.00,26.44
34271563.00,68.28
415144.00,27.87
34962676.00,30.63
2386467.00,54.32
3095994.00,50.00
12165909.00,39.35
4780000.00,54.04
10582082.00,73.36
145400.00,84.68
766611.00,66.78
10333355.00,75.22
5140939.00,84.84
588356.00,75.96
70928.00,63.08
7183646.00,55.23
10218085.00,55.09
56397273.00,43.48
5252082.00,49.23
377363.00,34.75
3139083.00,15.80
1569174.00,71.23
48057094.00,12.62
48031.00,30.59
728626.00,41.61
4986431.00,79.37
58512808.00,74.06
198370.00,57.86
952269.00,69.14
916811.00,38.31
4802000.00,55.04
79433029.00,73.12
14628260.00,36.44
10156902.00,71.47
55600.00,79.70
96286.00,33.43
130482.00,90.80
9158547.00,41.12
6034082.00,28.03
1056208.00,28.13
720282.00,29.58
7099733.00,28.51
4903363.00,40.46
5704500.00,99.52
10373988.00,65.84
254826.00,90.75
870601776.00,25.55
181436821.00,30.58
56169196.00,56.33
17478455.00,69.71
3513974.00,56.91
70312.00,51.75
4660000.00,90.36
56719240.00,66.73
2390000.00,49.44
123537000.00,77.34
3170000.00,73.29
16348000.00,56.27
23446229.00,16.75
72411.00,34.99
20194354.00,58.38
42869283.00,73.84
2058832.00,97.97
4391200.00,37.78
4247839.00,15.44
2663151.00,69.25
2703019.00,83.12
1597534.00,13.97
2102877.00,55.42
4398419.00,75.72
28745.00,16.93
3697838.00,67.58
381850.00,80.95
359735.00,99.76
1996227.00,57.79
11545782.00,23.57
9408998.00,11.56
18211097.00,49.79
218000.00,25.84
8482075.00,23.32
354170.00,90.38
47300.00,65.05
2023665.00,41.33
1058775.00,43.90
85609404.00,71.42
96331.00,25.82
3696000.00,46.76
29438.00,100.00
2184145.00,57.03
608320.00,48.04
24950128.00,48.39
13371971.00,25.00
42007309.00,24.57
1415447.00,27.66
18741688.00,8.85
14951510.00,68.68
170899.00,59.54
3329800.00,84.74
4144564.00,52.34
7911884.00,15.37
95617345.00,29.68
43972.00,89.73
4241473.00,71.96
1812159.00,66.10
107607639.00,30.58
15089.00,69.59
2471010.00,53.90
4157903.00,14.99
4213740.00,48.69
21826658.00,68.90
61947340.00,48.59
38110782.00,61.27
9983218.00,47.92
3537000.00,92.94
476478.00,92.79
23201835.00,53.22
148292000.00,73.39
7259740.00,5.42
162865.00,21.20
24045.00,90.40
113575.00,43.65
16361453.00,76.58
7514201.00,38.90
7586000.00,50.39
70000.00,49.26
3931208.00,33.25
3047100.00,100.00
5299187.00,56.49
1998161.00,50.38
311849.00,13.68
6321615.00,29.66
35200000.00,52.04
5762190.00,13.28
38850435.00,75.35
17015000.00,18.57
40833.00,34.61
138180.00,29.35
107509.00,41.41
20008804.00,28.61
408276.00,65.71
862728.00,22.91
8558835.00,83.10
6715519.00,73.18
12451539.00,48.93
5297286.00,31.66
25458208.00,18.88
56582824.00,29.42
740231.00,20.84
3786942.00,28.59
95152.00,22.70
1221904.00,8.53
8154400.00,57.95
53994605.00,59.20
3668000.00,45.08
11550.00,74.34
9004.00,40.66
17384369.00,11.08
51892000.00,66.76
1811458.00,79.05
57247586.00,78.14
249623000.00,75.30
3109987.00,88.97
20510000.00,40.17
146633.00,18.72
19861959.00,84.28
66016700.00,20.26
103963.00,87.69
1978248.00,67.71
11961099.00,20.93
8143142.00,39.41
10484771.00,28.99
228177371.00,50.81
6001738.00,39.55
110290445.00,61.74
1846409698.00,34.34
1627881291.00,28.94
312611072.00,71.46
846199873.00,67.71
238912959.00,56.59
478879335.00,70.67
266496626.00,32.80
365581300.00,25.68
1212307029.00,75.06
278295749.00,77.09
934011280.00,74.50
454117634.00,70.99
378303460.00,68.24
524324699.00,21.49
4157436224.00,34.17
332433715.00,22.35
1940144327.00,30.18
261083151.00,55.23
232078456.00,52.01
3825002509.00,35.20
281211703.00,75.80
1076267996.00,73.54
13580617.00,36.26
1711895.00,31.49
21294250.00,36.80
1157713321.00,25.28
523007873.00,27.44
522546737.00,27.43
1884858182.00,40.37
5369743253.00,43.29
12789374.00,18.60
3266790.00,36.70
26554277.00,52.87
48379.00,81.89
56674.00,94.53
11472173.00,26.22
62412.00,35.47
33193920.00,87.33
3511912.00,67.15
64623.00,50.30
17284000.00,85.40
7754891.00,65.80
7271000.00,53.44
261117.00,80.07
509654.00,88.33
108509679.00,20.26
261281.00,32.77
10194000.00,66.37
10004486.00,96.46
191127.00,47.31
5182525.00,35.25
59021.00,100.00
534678.00,17.16
6992521.00,56.58
4437898.00,39.50
1420098.00,45.29
152916852.00,74.69
264365.00,66.53
8632367.00,66.72
9050090.00,14.07
5759429.00,6.46
349326.00,45.04
9323607.00,15.89
12430311.00,40.24
28171682.00,76.62
26211.00,100.00
3010950.00,36.91
6151213.00,21.02
141568.00,31.26
13354054.00,83.40
1150780000.00,27.31
34916770.00,68.80
427556.00,28.37
36309209.00,31.07
2450125.00,54.74
3175654.00,50.92
12600967.00,39.72
4510000.00,54.34
10664577.00,73.68
144403.00,84.95
783138.00,67.19
10308578.00,75.16
5154298.00,84.87
610679.00,76.11
70849.00,64.48
7325622.00,55.50
10460988.00,55.71
57689828.00,43.35
5321576.00,49.75
390381.00,35.75
3160644.00,15.93
1561314.00,71.05
49784987.00,12.87
47494.00,30.81
735469.00,42.38
5013740.00,79.84
58559312.00,74.23
202020.00,57.62
978252.00,70.46
949490.00,39.41
4835900.00,54.80
80013896.00,73.27
15042736.00,37.17
10256292.00,71.64
55500.00,80.03
96455.00,33.51
133553.00,91.06
9385000.00,41.51
6367110.00,28.31
1080191.00,29.37
717502.00,29.49
7243391.00,29.64
5041050.00,40.95
5752000.00,99.83
10373400.00,65.71
257797.00,90.93
888513869.00,25.78
184614740.00,31.61
57288039.00,56.87
17952909.00,69.52
3534235.00,57.05
70963.00,51.75
4949000.00,90.46
56758521.00,66.71
2406042.00,49.66
123921000.00,77.47
3545000.00,74.46
16450500.00,56.18
24234087.00,17.04
73698.00,35.27
20510208.00,58.53
43295704.00,74.97
2007110.00,97.99
4463600.00,37.49
4371549.00,15.78
2650581.00,69.20
2752473.00,83.47
1627900.00,14.53
2066060.00,58.00
4499210.00,75.78
29111.00,16.82
3704134.00,67.52
387000.00,81.13
369484.00,99.81
1988458.00,58.23
11898267.00,24.12
9604199.00,11.89
18709835.00,50.58
227000.00,25.78
8672581.00,23.75
357727.00,90.50
48481.00,65.39
2080782.00,42.10
1070266.00,43.78
87347208.00,71.82
98800.00,25.75
3704000.00,46.67
29626.00,100.00
2217920.00,56.99
609861.00,49.17
25410178.00,49.12
13719853.00,25.49
42588029.00,24.72
1466152.00,27.92
19237322.00,9.18
15069798.00,69.33
175362.00,59.65
3495100.00,84.93
4236805.00,52.58
8168834.00,15.45
98085436.00,30.18
46719.00,89.70
4261732.00,72.27
1892345.00,67.80
110634399.00,30.83
15471.00,69.97
2522901.00,54.76
4261933.00,14.82
4323402.00,49.44
22283130.00,69.30
63509940.00,48.53
38246193.00,61.32
9960235.00,48.47
3562110.00,93.11
485114.00,93.29
23001155.00,53.93
148624000.00,73.39
7071393.00,5.49
164073.00,21.20
24385.00,90.40
115900.00,44.79
16890555.00,77.22
7749559.00,39.04
7595636.00,50.77
70755.00,49.28
3945899.00,33.49
3135100.00,100.00
5303294.00,56.78
1999429.00,50.51
320764.00,13.87
6319531.00,30.01
35933108.00,52.55
5698998.00,14.07
38939049.00,75.53
17267000.00,18.55
41009.00,34.47
140159.00,29.57
107811.00,41.95
20861117.00,29.84
416068.00,65.78
887248.00,22.94
8617375.00,83.20
6799978.00,73.78
12817578.00,49.14
5417554.00,31.09
26307482.00,19.21
57225972.00,29.59
764884.00,21.22
3886858.00,29.01
95304.00,22.74
1229906.00,8.74
8318200.00,58.76
54909508.00,59.98
3772350.00,44.99
12205.00,75.54
9056.00,41.99
17973428.00,11.34
52000470.00,66.80
1913190.00,78.91
57424897.00,78.11
252981000.00,75.70
3132048.00,89.30
20952000.00,39.83
150779.00,19.00
20332247.00,84.70
67242400.00,20.63
104807.00,88.29
2068845.00,68.22
12571240.00,21.49
8361381.00,38.99
10763036.00,29.74
232406302.00,50.79
6047269.00,39.76
110005636.00,61.82
1870507435.00,35.06
1650544592.00,29.74
314036613.00,71.61
849633122.00,67.80
240445513.00,56.70
480313031.00,70.81
274006899.00,33.17
377011630.00,26.09
1219635819.00,75.25
278453585.00,77.10
941182234.00,74.75
462201058.00,71.50
385177748.00,68.81
539125756.00,21.87
4233647370.00,34.66
342050447.00,22.69
1980929189.00,30.48
265325554.00,55.32
237431427.00,52.39
3891596923.00,35.72
285092192.00,76.18
1086103411.00,73.81
13901028.00,36.91
1741313.00,31.86
21689610.00,37.30
1182764267.00,25.50
537759561.00,27.87
537283823.00,27.87
1910667734.00,41.14
5453283189.00,43.62
13745630.00,18.88
3247039.00,37.25
27180921.00,53.66
49597.00,82.79
58904.00,94.32
11848971.00,26.87
63434.00,35.09
33655149.00,87.54
3449497.00,66.88
68235.00,50.00
17495000.00,85.57
7840709.00,65.80
7382000.00,53.13
266133.00,80.29
522748.00,88.40
110987459.00,20.61
262184.00,32.89
10216000.00,66.77
10045158.00,96.54
194321.00,47.35
5378226.00,35.83
58595.00,100.00
528085.00,17.96
7131699.00,57.55
4301169.00,39.47
1460453.00,46.44
155379009.00,75.44
271989.00,67.08
8540164.00,67.06
9297116.00,14.33
5895131.00,6.64
358473.00,45.97
9659238.00,16.23
12796739.00,40.82
28519597.00,76.89
27402.00,100.00
3089141.00,36.99
6350174.00,21.24
142258.00,31.08
13566942.00,83.56
1164970000.00,28.20
35558683.00,69.31
440252.00,28.44
37783835.00,31.51
2514907.00,55.16
3257463.00,51.83
13046907.00,40.09
4470000.00,54.48
10735775.00,73.83
143912.00,85.44
800660.00,67.60
10319123.00,75.03
5171370.00,84.90
627063.00,76.16
70978.00,64.57
7468551.00,55.77
10705670.00,56.23
58922018.00,43.21
5392142.00,50.28
404081.00,36.77
3160617.00,16.06
1533091.00,70.86
51602776.00,13.12
46574.00,30.84
744534.00,43.16
5041992.00,80.13
58851216.00,74.40
205269.00,57.37
1004598.00,71.75
979701.00,40.52
4873500.00,54.56
80624598.00,73.36
15471527.00,37.91
10369866.00,71.76
55300.00,80.30
97201.00,33.77
136696.00,91.32
9619113.00,41.91
6751394.00,28.60
1104708.00,30.34
717621.00,29.40
7386974.00,30.80
5179557.00,41.45
5800500.00,99.98
10369341.00,65.59
261057.00,91.11
906461358.00,25.98
187762097.00,32.70
58130099.00,57.65
18468521.00,69.34
3558430.00,57.27
71306.00,51.75
5123000.00,90.57
56797087.00,66.74
2423044.00,49.90
124229000.00,77.61
3733000.00,75.59
16439095.00,56.08
25029754.00,17.34
74773.00,35.56
20838082.00,58.68
43747962.00,75.82
4515400.00,37.20
4496971.00,16.13
2614338.00,68.85
2821868.00,83.82
1660360.00,15.11
2028672.00,55.02
4596811.00,75.83
29503.00,16.74
3700114.00,67.46
392175.00,81.53
377799.00,99.84
1977033.00,58.76
12263899.00,24.68
9682918.00,12.22
19204700.00,51.81
234000.00,25.71
8891141.00,24.19
361260.00,90.61
49382.00,65.73
2140250.00,42.89
1084441.00,43.65
89110043.00,72.21
101412.00,25.69
3706000.00,46.58
29864.00,100.00
2243506.00,56.94
610328.00,50.22
25866445.00,49.84
14203987.00,25.98
43126260.00,24.90
1513689.00,28.34
19765570.00,9.59
15184166.00,70.22
179799.00,59.76
3531700.00,85.03
4331273.00,52.82
8442330.00,15.53
100592458.00,30.68
49429.00,89.66
4286401.00,72.67
1979914.00,69.45
113616165.00,31.08
15894.00,70.34
2575330.00,55.61
4369407.00,14.63
4432738.00,50.19
22737056.00,69.70
65078901.00,48.47
38363667.00,61.36
9952494.00,49.13
3585176.00,93.27
489668.00,93.76
22794284.00,54.23
148689000.00,73.39
6712924.00,6.29
165568.00,21.26
24755.00,90.40
118346.00,45.76
17398523.00,77.85
7990736.00,39.19
7646424.00,51.04
71657.00,49.32
3929182.00,33.72
3230700.00,100.00
5305016.00,56.72
1996498.00,50.53
329984.00,14.07
6294017.00,30.36
36690739.00,53.04
5593347.00,14.91
39067745.00,75.61
17426000.00,18.54
41360.00,34.28
141934.00,29.37
108001.00,42.31
21820588.00,31.10
423572.00,65.85
907947.00,22.96
8668067.00,83.36
6875364.00,73.73
13186187.00,49.35
5523207.00,30.53
27203865.00,19.54
57761574.00,29.76
792846.00,21.54
3984356.00,29.43
95421.00,22.77
1237486.00,8.96
8489900.00,59.56
55811134.00,60.52
3881973.00,44.90
12970.00,76.69
9103.00,42.75
18571527.00,11.42
52150266.00,66.84
2019014.00,78.76
57580402.00,78.17
256514000.00,76.10
3154853.00,89.63
21449000.00,39.48
155242.00,19.29
20799471.00,85.10
68450100.00,21.00
105711.00,88.86
2163591.00,68.73
13245003.00,22.06
8576987.00,38.51
11019717.00,30.50
238577631.00,51.14
6096016.00,39.96
110081461.00,61.78
1893708684.00,35.78
1672375813.00,30.56
315275812.00,71.76
852664422.00,67.86
241843532.00,56.76
481925994.00,70.91
281787906.00,33.50
388837016.00,26.47
1228426035.00,75.48
280529160.00,77.24
947896875.00,74.99
470263697.00,71.99
392032035.00,69.35
554321297.00,22.24
4309167596.00,35.15
351987725.00,23.00
2021636325.00,30.78
271261333.00,55.73
242523161.00,52.78
3957179871.00,36.23
288811320.00,76.56
1095491426.00,74.07
14210350.00,37.51
1772270.00,32.23
22078636.00,37.76
1208041497.00,25.72
552842678.00,28.30
552351558.00,28.29
1935543546.00,41.93
5537593631.00,43.98
14824371.00,19.17
3227287.00,37.80
27785977.00,54.44
50725.00,83.65
61003.00,94.11
12246786.00,27.53
64868.00,34.71
34110912.00,87.75
3369673.00,66.61
72498.00,49.59
17667000.00,85.75
7905633.00,65.80
7495000.00,52.82
271165.00,80.52
535692.00,88.40
113442354.00,20.97
263091.00,33.02
10239000.00,67.16
10084475.00,96.62
197615.00,47.40
5582420.00,36.14
58910.00,100.00
518847.00,18.79
7273824.00,58.17
4141167.00,39.45
1500356.00,47.29
157812220.00,76.18
279717.00,67.60
8472313.00,67.33
9552473.00,14.59
6019901.00,6.82
368423.00,46.90
10007092.00,16.59
13169100.00,41.40
28833410.00,77.15
28652.00,100.00
3170848.00,37.07
6556628.00,21.41
142822.00,30.89
13778676.00,83.90
1178440000.00,29.10
36195170.00,69.82
453188.00,28.39
39314955.00,31.95
2581306.00,55.58
3341005.00,52.74
13499696.00,40.46
4640000.00,54.61
10797556.00,73.98
144299.00,86.22
818814.00,67.79
10329855.00,74.90
5188628.00,84.93
639215.00,76.21
71205.00,64.66
7611463.00,56.04
10951200.00,56.74
60108373.00,43.08
5461834.00,51.38
418409.00,37.79
3150811.00,16.21
1494128.00,70.67
53477944.00,13.37
45501.00,30.87
755024.00,43.93
5066447.00,80.41
59106766.00,74.57
208349.00,57.13
1031358.00,73.00
1008296.00,41.59
4911100.00,54.32
81156363.00,73.38
15907244.00,38.64
10465528.00,71.88
55200.00,80.50
98302.00,34.03
139820.00,91.57
9860063.00,42.31
7155564.00,28.89
1129706.00,31.09
719910.00,29.32
7530703.00,31.39
5318042.00,41.94
5901000.00,100.00
10357523.00,65.46
263725.00,91.29
924475633.00,26.19
190873248.00,33.81
58811858.00,58.52
19021967.00,69.15
3576261.00,57.48
71486.00,51.76
5261000.00,90.67
56831821.00,66.80
2441024.00,50.14
124536000.00,77.75
3906000.00,76.68
16330419.00,55.99
25824736.00,17.65
75722.00,35.84
21166230.00,58.83
44194628.00,76.65
4516700.00,36.92
4621685.00,16.49
2563290.00,68.80
2900862.00,84.16
1693459.00,15.70
2006349.00,52.01
4691934.00,75.89
29921.00,16.65
3682613.00,67.40
397475.00,81.86
385041.00,99.87
1964924.00,59.29
12643864.00,25.25
9697635.00,12.56
19700762.00,53.11
242000.00,25.65
9131449.00,24.62
364704.00,90.72
50052.00,66.06
2202201.00,43.67
1097374.00,43.53
90887097.00,72.60
103937.00,25.62
3701000.00,46.48
30138.00,100.00
2263204.00,56.90
609984.00,51.27
26314339.00,50.57
14775877.00,26.48
43642311.00,25.09
1559480.00,28.82
20312687.00,10.01
15290368.00,71.10
184496.00,59.87
3572200.00,85.13
4426577.00,53.06
8732500.00,15.61
103145093.00,31.18
52120.00,89.63
4311991.00,73.06
2066264.00,71.04
116579605.00,31.33
16345.00,70.70
2628511.00,56.46
4480689.00,14.45
4541902.00,50.84
23184222.00,70.09
66654954.00,48.41
38461408.00,61.40
9964675.00,49.79
3615497.00,93.42
492120.00,94.20
22763280.00,54.07
148520000.00,73.38
6300358.00,7.31
167206.00,21.35
25141.00,90.84
120849.00,46.72
17890529.00,78.19
8234147.00,39.33
7699307.00,51.31
72711.00,49.38
3893891.00,33.96
3313500.00,100.00
5325305.00,56.66
1991746.00,50.56
339490.00,14.26
6269244.00,30.71
37473796.00,53.52
5484372.00,15.63
39189400.00,75.69
17646000.00,18.53
41836.00,34.09
143592.00,29.17
108097.00,42.66
22829227.00,32.13
430901.00,65.93
926224.00,22.99
8718561.00,83.52
6938265.00,73.68
13559642.00,49.56
5616797.00,29.97
28122799.00,19.87
58237672.00,29.93
820471.00,21.87
4081398.00,29.85
95532.00,22.80
1244410.00,9.17
8572200.00,60.36
56707454.00,61.06
3991917.00,44.82
13793.00,77.81
9148.00,43.16
19177660.00,11.50
52179210.00,66.87
2127863.00,78.61
57718614.00,78.23
259919000.00,76.49
3178156.00,89.94
21942000.00,39.14
159814.00,19.57
21263994.00,85.49
69644500.00,21.40
106577.00,89.41
2262676.00,69.23
13948118.00,22.64
8794061.00,38.04
11256512.00,30.94
244799607.00,51.38
6146503.00,40.18
110019570.00,61.75
1916918806.00,36.53
1694082971.00,31.39
316145953.00,71.88
854549337.00,67.93
242652404.00,56.82
483042019.00,71.01
289632847.00,33.74
400825087.00,26.79
1236528925.00,75.69
282394827.00,77.39
954134098.00,75.23
478310786.00,72.49
398881480.00,69.89
569720374.00,22.57
4384485541.00,35.64
362123035.00,23.29
2062007453.00,31.07
277250339.00,56.12
247687836.00,53.17
4022362506.00,36.75
292297226.00,76.93
1104406531.00,74.33
14511268.00,38.10
1802890.00,32.61
22460661.00,38.23
1233459616.00,25.95
568228356.00,28.66
567721234.00,28.65
1960355053.00,42.72
5621014466.00,44.33
15869967.00,19.46
3207536.00,38.35
28362015.00,55.22
51807.00,84.49
62707.00,93.89
12648483.00,28.20
66550.00,34.33
34558114.00,87.96
3289943.00,66.33
76700.00,49.18
17855000.00,85.93
7936118.00,65.80
7597000.00,52.52
275903.00,80.74
549151.00,88.39
115913710.00,21.33
264015.00,33.14
10227000.00,67.54
10115603.00,96.70
201678.00,47.44
5786794.00,36.45
59320.00,100.00
511382.00,19.65
7418864.00,58.79
3992256.00,39.43
1539135.00,48.13
160260508.00,76.90
287423.00,68.13
8443591.00,67.56
9816586.00,14.86
6134041.00,7.01
378763.00,47.83
10355253.00,16.95
13546823.00,41.99
29111906.00,77.41
30055.00,100.00
3253698.00,37.15
6773104.00,21.44
143388.00,30.71
13987999.00,84.22
1191835000.00,30.02
36823539.00,70.20
466309.00,28.35
40804011.00,32.39
2649964.00,56.00
3425692.00,53.65
13953779.00,40.84
4650000.00,54.75
10853435.00,74.13
144630.00,86.97
837166.00,67.92
10333587.00,74.77
5206180.00,84.95
649878.00,76.25
71372.00,64.74
7753052.00,56.75
11196476.00,57.25
61272847.00,42.95
5528012.00,52.68
433197.00,38.83
3147871.00,16.37
1462514.00,70.49
55366517.00,13.63
44600.00,30.90
765666.00,44.71
5088333.00,80.69
59327194.00,74.74
211584.00,56.88
1058625.00,74.21
1036627.00,42.47
4861600.00,54.08
81438348.00,73.34
16339344.00,39.39
10553035.00,72.00
55500.00,80.70
99403.00,34.29
142806.00,91.82
10106463.00,42.71
7536389.00,29.18
1155111.00,31.86
723230.00,29.23
7674911.00,31.99
5455481.00,42.44
6035400.00,100.00
10343355.00,65.34
266021.00,91.46
942604211.00,26.40
