pop,upop
23674505.00,57.08
242875.00,20.48
21690604.00,25.33
1464052.00,41.51
1995744.00,40.66
6021405.00,30.51
4478000.00,43.17
9176051.00,62.61
146912.00,79.49
635109.00,42.76
9922266.00,67.65
5021861.00,81.21
190536.00,65.04
71745.00,41.06
4889437.00,43.48
6611916.00,40.89
37046807.00,42.56
3958616.00,40.50
262399.00,27.23
1958444.00,13.10
1405951.00,66.55
31028728.00,9.10
39731.00,29.36
554109.00,35.93
4666081.00,66.20
53441264.00,72.26
122355.00,57.23
624625.00,38.43
489860.00,22.94
4242500.00,49.41
78936666.00,72.45
9350111.00,29.61
8929086.00,65.95
49000.00,73.91
93629.00,32.42
89463.00,76.37
5901980.00,36.45
4319502.00,18.03
751512.00,15.62
720919.00,29.75
4960655.00,20.35
2928190.00,30.93
4241600.00,88.89
10432055.00,61.39
212317.00,85.98
593451889.00,20.65
124242299.00,18.28
30903565.00,43.92
10951169.00,59.31
3085950.00,52.95
59326.00,53.98
3278000.00,85.79
54751406.00,65.24
1956080.00,42.93
108079000.00,74.22
1689934.00,56.98
13382211.00,51.79
12529810.00,11.81
53605.00,28.00
15603001.00,55.70
34103149.00,45.13
926817.00,87.90
3153800.00,37.90
2916148.00,10.60
2415819.00,62.81
2480426.00,64.07
1098033.00,9.91
1538882.00,28.58
2409101.00,59.53
22562.00,18.34
3244438.00,53.21
350450.00,76.13
252845.00,97.57
1768996.00,49.41
7152391.00,15.41
4996861.00,6.97
11741849.00,35.94
127717.00,14.94
6256192.00,15.45
302200.00,89.73
23440.00,61.21
1253839.00,17.97
864819.00,43.88
57283361.00,61.28
62289.00,25.59
3174000.00,34.53
24440.00,100.00
1397305.00,47.21
539682.00,29.66
17097003.00,36.35
9901052.00,8.40
29209686.00,23.90
855965.00,23.10
12753028.00,4.40
13439322.00,62.55
128500.00,53.60
2961300.00,82.14
2629503.00,48.26
4887484.00,10.30
60285453.00,18.95
14605.00,77.28
3960612.00,67.22
806989.00,34.67
63062204.00,25.67
12045.00,60.57
1653257.00,48.48
2652586.00,11.51
2659084.00,37.92
14447649.00,60.19
39026082.00,34.53
33357200.00,53.98
8633100.00,39.99
2878786.00,61.01
142111.00,88.76
20835681.00,41.82
132669000.00,64.87
4102336.00,3.65
148889.00,20.83
19467.00,67.05
79026.00,30.92
6697486.00,54.71
4625377.00,32.19
57284.00,43.28
2656380.00,26.32
2193000.00,100.00
4641445.00,44.12
1766697.00,40.15
179354.00,9.04
3526527.00,24.43
23655908.00,47.99
3917450.00,8.60
34817071.00,68.22
13091000.00,19.77
44314.00,34.67
107461.00,24.68
93516.00,32.20
11283574.00,18.55
368342.00,49.09
486656.00,12.12
8136312.00,82.20
6307347.00,57.48
7066474.00,44.41
3212446.00,36.07
14984973.00,9.70
40164969.00,22.58
652017.00,13.89
2303345.00,22.26
86985.00,20.28
982594.00,11.57
5388709.00,45.96
37366922.00,40.26
2385039.00,47.65
6132.00,52.28
7538.00,24.24
10256342.00,6.89
48127170.00,56.99
382823.00,79.80
56194527.00,77.36
211909000.00,73.63
2822084.00,82.97
13170848.00,38.13
93761.00,12.96
12636971.00,74.33
45825000.00,18.59
84000.00,73.07
6487853.00,14.21
4644329.00,33.06
5768382.00,18.87
135862252.00,41.57
5120227.00,35.72
101946256.00,53.63
1415344143.00,25.45
1230702590.00,19.22
294470414.00,68.48
761425089.00,62.60
194832203.00,47.50
452256892.00,67.14
171243698.00,25.60
231695364.00,18.03
1058155782.00,70.10
224356476.00,67.85
833799306.00,70.66
317479496.00,60.00
260960060.00,56.45
339201660.00,14.56
2932819066.00,25.81
219301269.00,17.08
1302556474.00,23.91
154473222.00,45.65
141060855.00,43.56
2713517797.00,26.51
236681487.00,73.85
931162502.00,68.89
8873253.00,22.88
1247548.00,27.29
15241028.00,27.56
781254784.00,19.91
324316627.00,19.66
324008574.00,19.65
1410961323.00,28.91
3990974848.00,37.42
12315553.00,13.15
2350124.00,32.52
16247113.00,40.16
29491.00,71.97
29514.00,86.03
6923749.00,16.79
68655.00,34.14
25644505.00,80.57
2766495.00,63.00
60525.00,50.56
13723000.00,85.84
7599038.00,65.33
5596160.00,51.70
185097.00,69.38
252139.00,84.74
69837960.00,9.03
244539.00,38.40
9317584.00,49.40
9772419.00,94.36
131306.00,50.33
3184547.00,20.78
53400.00,100.00
336677.00,7.48
4902173.00,41.00
3930283.00,30.47
792513.00,11.11
105846274.00,59.83
154395.00,62.41
8678745.00,56.52
6040044.00,6.22
3623853.00,3.38
272509.00,21.03
7561583.00,29.06
7529704.00,25.78
22774087.00,75.73
11494.00,100.00
1975968.00,31.05
4000511.00,14.70
125680.00,34.59
10255074.00,77.78
900350000.00,17.29
24208022.00,57.81
248921.00,20.86
22282079.00,25.58
1509880.00,42.36
2045580.00,41.00
6307936.00,31.32
4497000.00,44.15
9315371.00,63.42
148351.00,79.83
642335.00,45.01
9988459.00,68.79
5045297.00,81.68
205157.00,66.10
71811.00,41.86
5019471.00,44.58
6798205.00,41.46
37815578.00,42.93
4053958.00,41.01
249587.00,27.32
2013382.00,13.28
1418169.00,67.07
31855294.00,9.28
40116.00,29.84
565386.00,36.32
4690574.00,67.02
53882416.00,72.65
126483.00,57.74
636702.00,40.68
505512.00,23.68
4279500.00,49.88
78967433.00,72.50
9604280.00,29.83
8962022.00,66.45
49500.00,74.15
93151.00,32.50
91381.00,80.25
6069077.00,36.58
4340748.00,18.76
764974.00,15.78
730227.00,29.86
5047948.00,20.38
3015606.00,31.57
4334200.00,89.30
10478720.00,61.81
215209.00,86.33
607446519.00,20.99
127465232.00,18.79
31784896.00,44.83
11312304.00,60.35
3137500.00,53.29
60098.00,53.19
3377000.00,86.22
55110868.00,65.44
1985852.00,43.47
110162000.00,74.98
1747710.00,57.32
13577049.00,52.30
12997447.00,12.35
54382.00,28.96
15960127.00,56.20
34692266.00,46.58
988267.00,88.58
3223900.00,38.04
2987544.00,10.84
2437186.00,63.48
2535503.00,65.54
1122484.00,10.36
1582584.00,29.47
2514373.00,61.24
22984.00,18.33
3273894.00,54.45
355050.00,76.72
250550.00,97.74
1784395.00,49.99
7360271.00,15.87
5141138.00,7.30
12025930.00,36.79
132122.00,16.09
6368351.00,15.85
301996.00,89.73
24536.00,61.09
1290755.00,19.24
878042.00,43.66
59090495.00,62.02
62477.00,25.74
3215000.00,35.37
24835.00,100.00
1438423.00,47.93
544263.00,30.63
17466606.00,37.03
10141147.00,8.96
29916827.00,23.91
881530.00,23.37
13028248.00,4.61
13545056.00,62.87
131000.00,54.38
3023700.00,82.46
2711847.00,48.50
5026744.00,10.85
61857023.00,19.36
14978.00,79.02
3985258.00,67.70
841947.00,36.42
64873705.00,26.01
12195.00,60.86
1699114.00,48.76
2730859.00,11.72
2723523.00,38.45
14832839.00,60.83
40149959.00,35.06
33678899.00,54.63
8754365.00,40.38
2939299.00,61.90
153593.00,88.83
21029429.00,42.33
133432000.00,65.65
4226836.00,3.82
150219.00,20.91
19565.00,69.31
80670.00,31.28
7045477.00,56.70
4764623.00,32.94
58466.00,44.77
2709797.00,27.14
2229800.00,100.00
4689623.00,45.19
1776132.00,41.26
186338.00,9.08
3644572.00,25.03
24189837.00,48.05
4015271.00,8.59
35154338.00,68.90
13284000.00,19.63
44327.00,34.85
108534.00,24.94
94572.00,32.71
11668674.00,18.74
365104.00,51.42
501596.00,13.03
8159955.00,82.52
6341405.00,57.43
7311685.00,44.73
3313144.00,35.80
15477155.00,10.40
41259539.00,23.16
661528.00,14.24
2356623.00,22.59
87609.00,20.31
997052.00,11.47
5493722.00,46.79
38272701.00,40.92
2452528.00,47.60
6346.00,52.67
7613.00,24.99
10533627.00,6.96
48455120.00,57.70
451948.00,79.80
56229974.00,77.52
213854000.00,73.64
2824069.00,83.17
13578783.00,38.61
96793.00,13.18
12994025.00,75.06
46918000.00,18.69
90000.00,74.17
6626208.00,14.52
4810810.00,33.99
5967861.00,19.40
139939303.00,42.18
5178940.00,36.13
102862489.00,54.35
1442562668.00,25.58
1254860626.00,19.27
296017540.00,68.74
767091297.00,63.01
197631051.00,48.06
454638308.00,67.45
175976534.00,26.03
237918910.00,18.50
1068340087.00,70.50
227123524.00,68.62
841216563.00,70.97
325120067.00,60.72
267558550.00,57.24
347328806.00,14.47
2997398990.00,26.11
224587750.00,16.61
1333757819.00,24.29
158887288.00,46.36
144803846.00,44.19
2772811240.00,26.89
239235000.00,73.85
941274599.00,69.22
9064866.00,23.50
1273508.00,27.50
15517314.00,28.05
799620311.00,20.29
333222446.00,20.09
332924606.00,20.08
1439053421.00,29.28
4065739077.00,37.65
12582954.00,13.58
2404831.00,32.71
16709098.00,40.33
29932.00,72.35
30706.00,87.25
7107334.00,17.26
69253.00,34.22
26066975.00,80.97
2825650.00,63.61
60655.00,50.55
13893000.00,85.92
7578903.00,65.34
5693796.00,51.90
188882.00,70.02
266686.00,84.98
71247153.00,9.84
246033.00,38.62
9367000.00,50.61
9800700.00,94.48
133261.00,50.17
3262959.00,21.90
53000.00,100.00
349146.00,7.88
5009259.00,41.31
3971608.00,31.29
822029.00,11.88
108431284.00,60.79
160799.00,61.99
8720742.00,57.56
6154548.00,6.35
3676991.00,3.53
272575.00,21.42
7551988.00,4.48
7740196.00,27.29
23209000.00,75.61
12238.00,100.00
2017379.00,31.97
4088858.00,15.57
126417.00,34.18
10420590.00,78.39
916395000.00,17.40
24756969.00,58.54
256309.00,21.24
22902275.00,25.82
1556406.00,43.26
2097410.00,41.35
6606395.00,32.23
4514000.00,45.13
9438445.00,64.22
149129.00,80.16
649755.00,47.28
10058620.00,69.92
5059862.00,82.15
224182.00,67.14
72091.00,42.67
5149934.00,45.69
6987393.00,42.36
38624410.00,43.29
4147525.00,41.51
238240.00,27.41
2070145.00,13.45
1429352.00,67.59
32568539.00,9.46
40529.00,30.33
576592.00,36.72
4711440.00,67.83
54252574.00,72.93
130619.00,58.25
649719.00,42.97
521070.00,24.43
4311200.00,50.34
78673554.00,72.56
9831409.00,30.05
9046541.00,66.94
49600.00,74.39
92453.00,32.57
93354.00,83.63
6237963.00,36.72
4359735.00,19.52
778482.00,15.95
740167.00,29.97
5140357.00,20.40
3107735.00,32.11
4461600.00,89.70
10540525.00,62.23
217979.00,86.67
621703641.00,21.33
130724118.00,19.32
32730555.00,45.75
11684585.00,61.38
3189550.00,53.63
60941.00,52.40
3455000.00,86.64
55441001.00,65.64
2013000.00,44.01
111940000.00,75.72
1810000.00,57.65
13756789.00,52.56
13486241.00,12.91
55169.00,29.61
16274740.00,56.70
35280725.00,48.03
1051187.00,89.38
3292400.00,38.19
3047864.00,11.08
2456130.00,64.16
2575693.00,66.98
1149090.00,10.82
1628656.00,30.38
2621730.00,62.79
23435.00,18.32
3301652.00,55.69
358950.00,77.30
248213.00,97.89
1803009.00,50.57
7575757.00,16.33
5292816.00,7.65
12311782.00,37.65
136434.00,17.30
6482276.00,16.24
304222.00,89.74
25580.00,60.63
1328687.00,20.57
892000.00,43.44
60872399.00,62.76
63146.00,25.86
3251000.00,36.22
25201.00,100.00
1479650.00,48.66
549002.00,31.62
17854614.00,37.71
10405000.00,9.56
30640635.00,23.92
905647.00,23.65
13313487.00,4.83
13666335.00,63.18
132500.00,55.17
3083100.00,82.77
2796748.00,48.74
5171029.00,11.42
63565598.00,19.78
15232.00,80.55
4007313.00,68.19
882044.00,38.21
66791496.00,26.34
12280.00,61.14
1745207.00,49.04
2809692.00,11.93
2790964.00,38.98
15229951.00,61.46
41295129.00,35.56
34015199.00,55.28
9093470.00,40.78
2994000.00,62.77
164333.00,88.91
21293583.00,42.83
134200000.00,66.43
4359166.00,4.00
151383.00,20.99
19732.00,71.48
82607.00,31.64
7428705.00,58.35
4900491.00,33.69
59600.00,46.27
2765914.00,27.73
2262600.00,100.00
4739105.00,46.26
1793581.00,42.37
193447.00,9.13
3880955.00,25.50
24728000.00,48.11
4117299.00,8.58
35530725.00,69.57
13496000.00,19.48
44278.00,35.03
109770.00,25.20
95614.00,33.23
12075841.00,18.94
362651.00,53.75
517100.00,14.00
8192437.00,82.73
6338632.00,57.37
7564000.00,45.06
3412819.00,35.54
15980265.00,11.15
42334954.00,23.76
661634.00,14.59
2410446.00,22.93
88347.00,20.34
1011487.00,11.37
5611000.00,47.59
39185637.00,41.59
2520002.00,47.56
6546.00,53.06
7685.00,25.76
10827071.00,7.04
48758986.00,58.39
531265.00,79.80
56225800.00,77.68
215973000.00,73.65
2830172.00,83.39
13980997.00,39.09
99879.00,13.40
13360988.00,75.79
48030000.00,18.78
94000.00,75.25
6793979.00,14.84
4983017.00,34.93
6170284.00,19.87
144379199.00,42.76
5237098.00,36.54
103770134.00,55.06
1466831110.00,25.74
1277136144.00,19.44
297374619.00,68.96
772631984.00,63.39
200368874.00,48.57
456802618.00,67.74
180975546.00,26.47
244306047.00,18.98
1077258111.00,70.84
230076609.00,69.37
847181502.00,71.21
332817916.00,61.43
274219905.00,58.01
355839316.00,14.95
3061268276.00,26.48
229867681.00,16.96
1365895464.00,24.68
163558659.00,47.07
148752030.00,44.81
2831400595.00,27.25
241606200.00,73.85
949902285.00,69.47
9260442.00,24.17
1299788.00,27.72
15797328.00,28.56
818590962.00,20.68
342489556.00,20.53
342200361.00,20.52
1465505131.00,29.64
4138526387.00,37.90
12831361.00,14.03
2458526.00,32.91
17190236.00,40.50
30325.00,72.74
31781.00,88.38
7299508.00,17.74
69782.00,34.30
26477153.00,81.37
2882831.00,64.22
60589.00,50.53
14033000.00,86.00
7565525.00,65.35
5789050.00,52.10
192905.00,70.65
283843.00,85.21
72930206.00,10.70
247444.00,38.84
9411000.00,51.83
9818227.00,94.60
135145.00,50.01
3345501.00,23.08
53200.00,100.00
361862.00,8.29
5119833.00,41.62
4008411.00,32.12
853860.00,12.71
111076063.00,61.75
167283.00,61.58
8758599.00,58.53
6274037.00,6.67
3744696.00,3.68
273625.00,21.81
7431505.00,4.82
7959500.00,28.68
23518000.00,75.50
13020.00,100.00
2061552.00,32.58
4173070.00,16.47
126906.00,33.78
10584237.00,78.98
930685000.00,17.46
25323412.00,59.27
265234.00,21.63
23556784.00,26.07
1603446.00,44.18
2151492.00,41.70
6916302.00,33.59
4530000.00,46.11
9544268.00,65.02
149399.00,80.49
657526.00,49.56
10125939.00,71.02
5072596.00,82.60
248619.00,68.17
72648.00,43.48
5280727.00,46.81
7179399.00,43.28
39478585.00,43.66
4239205.00,42.02
228491.00,27.50
2128597.00,13.63
1439576.00,68.11
33144537.00,9.64
40974.00,30.82
587523.00,37.12
4725664.00,68.63
54541493.00,73.00
134743.00,58.76
663774.00,45.30
536409.00,25.19
4342400.00,50.81
78336950.00,72.62
10023471.00,30.27
9188150.00,67.43
49700.00,74.63
91435.00,32.64
95386.00,86.53
6408029.00,36.85
4376768.00,20.29
791959.00,16.12
751008.00,30.08
5238242.00,20.43
3204883.00,32.65
4518000.00,90.08
10598677.00,62.65
220154.00,87.00
636182810.00,21.68
134010695.00,19.85
33739231.00,46.67
12068195.00,62.40
3238050.00,53.98
61900.00,51.80
3533000.00,87.05
55718260.00,65.84
2037716.00,44.56
112771000.00,75.94
1876274.00,57.98
13920105.00,52.83
13995974.00,13.50
55980.00,30.26
16539029.00,56.74
35848523.00,49.72
1115463.00,90.75
3358700.00,38.33
3094940.00,11.33
2470989.00,64.83
2598362.00,68.39
1177975.00,11.21
1676016.00,31.31
2730373.00,64.31
23926.00,18.31
3328664.00,56.92
360731.00,77.87
245915.00,98.04
1825554.00,51.15
7799642.00,16.76
5454839.00,8.02
12599655.00,38.52
140582.00,18.60
6596817.00,16.65
305774.00,89.75
26549.00,60.17
1367640.00,21.97
906507.00,43.22
62620087.00,63.49
64386.00,25.98
3284000.00,37.08
25521.00,100.00
1520865.00,49.38
553970.00,32.63
18262366.00,38.41
10693688.00,10.20
31379308.00,23.93
928228.00,23.93
13608670.00,5.06
13774037.00,63.50
134000.00,55.87
3110500.00,83.03
2884156.00,48.98
5320869.00,12.02
65426976.00,20.21
15316.00,82.01
4026152.00,68.67
927439.00,40.04
68818471.00,26.68
12284.00,61.42
1791459.00,49.32
2888509.00,12.15
2861582.00,39.52
15639898.00,62.09
42461189.00,35.92
34356300.00,55.93
9355810.00,41.18
3043854.00,63.64
173759.00,88.99
21551634.00,43.34
135147000.00,67.19
4499720.00,4.18
152390.00,21.07
19981.00,73.57
84889.00,32.00
7845300.00,59.90
5031849.00,34.37
60704.00,47.77
2824827.00,28.14
2293300.00,100.00
4789507.00,47.33
1820249.00,43.50
200642.00,9.27
4259636.00,25.75
25268094.00,48.17
4222056.00,8.57
35939437.00,70.23
13717000.00,19.34
44142.00,35.21
111211.00,25.47
96639.00,33.75
12506035.00,19.14
361368.00,56.06
533264.00,15.04
8222286.00,82.80
6302504.00,57.31
7822610.00,45.39
3511050.00,35.27
16493435.00,11.94
43386846.00,24.37
650490.00,14.96
2464457.00,23.27
89258.00,20.37
1025655.00,11.27
5742339.00,48.18
40100696.00,42.09
2587417.00,47.51
6723.00,53.46
7752.00,26.55
11139772.00,7.12
49036202.00,59.08
622051.00,79.90
56211968.00,77.84
218035000.00,73.66
2841436.00,83.81
14374729.00,39.57
103024.00,13.62
13739142.00,76.50
49158000.00,18.88
96000.00,76.29
6994840.00,15.17
5160570.00,35.89
6373956.00,20.36
149151171.00,43.29
5293790.00,36.95
104589313.00,55.79
1489751299.00,25.90
1297790313.00,19.61
298597020.00,69.20
777921924.00,63.78
203012115.00,49.08
458746586.00,68.04
186205628.00,26.90
250860495.00,19.47
1086452483.00,71.17
233083282.00,70.11
853369201.00,71.44
340569396.00,62.14
280940756.00,58.79
364711975.00,15.45
3124619676.00,26.84
235165093.00,17.34
1398936476.00,25.06
168489996.00,47.72
152907442.00,45.37
2889454583.00,27.61
244088400.00,73.86
958727106.00,69.71
9460805.00,24.81
1326399.00,27.87
16080994.00,29.06
838141522.00,21.07
352109622.00,20.96
351827528.00,20.95
1490518107.00,30.00
4211072159.00,38.15
13056499.00,14.49
2513546.00,33.11
17690184.00,40.93
30690.00,73.12
32769.00,89.42
7501320.00,18.23
70223.00,34.38
26878567.00,81.76
2938181.00,64.82
60366.00,50.52
14192000.00,85.94
7568430.00,65.36
5882395.00,52.29
197118.00,71.27
303236.00,85.43
74848466.00,11.63
248785.00,39.06
9463000.00,53.04
9830358.00,94.81
136991.00,49.85
3432262.00,24.29
53400.00,100.00
374801.00,8.72
5233677.00,42.45
4041623.00,32.96
887793.00,13.57
113776467.00,62.69
173826.00,61.16
8804183.00,59.43
6398937.00,7.15
3825484.00,3.84
275479.00,22.21
7222050.00,5.19
8187840.00,29.47
23796000.00,75.54
13840.00,100.00
2108417.00,32.90
4254770.00,17.41
127190.00,33.39
10746328.00,79.57
943455000.00,17.52
25905124.00,59.99
275496.00,22.01
24242643.00,26.32
1651134.00,45.09
2207727.00,42.05
7237451.00,34.98
4532000.00,47.09
9634677.00,65.80
149459.00,80.82
665528.00,51.84
10186755.00,72.09
5088419.00,82.89
277622.00,69.18
73411.00,44.30
5411867.00,47.92
7374235.00,44.19
40377668.00,43.81
4328817.00,42.53
220352.00,27.59
2188806.00,13.81
1450211.00,68.62
33614153.00,9.83
41447.00,31.31
598258.00,37.32
4738902.00,69.42
54764462.00,73.07
138867.00,59.17
678786.00,47.63
551823.00,25.97
4372100.00,51.28
78159814.00,72.67
10189889.00,30.49
9308479.00,67.91
49400.00,74.97
90187.00,32.71
97476.00,88.98
6579710.00,36.99
4393551.00,21.09
805481.00,16.29
762445.00,30.19
5341418.00,20.46
3306988.00,33.20
4583700.00,90.45
10648031.00,63.07
221799.00,87.33
650907559.00,22.03
137322122.00,20.40
34814231.00,47.47
12460997.00,63.40
3282200.00,54.32
62934.00,51.80
3613000.00,87.45
55955411.00,66.04
2059399.00,45.10
113863000.00,76.00
1946630.00,58.32
14070681.00,53.09
14527187.00,14.11
56815.00,30.93
16758826.00,56.78
36411795.00,51.48
1180939.00,91.94
3423900.00,38.48
3131492.00,11.58
2485073.00,65.49
2606224.00,69.76
1208836.00,11.27
1724313.00,32.25
2840378.00,65.80
24444.00,18.30
3355036.00,58.13
361358.00,78.43
243729.00,98.17
1851068.00,51.73
8031589.00,17.18
5627788.00,8.39
12891715.00,39.39
144645.00,19.96
6712545.00,17.08
306970.00,89.76
27470.00,59.70
1407621.00,23.33
921379.00,43.01
64337694.00,64.22
66110.00,26.09
3312000.00,37.95
25809.00,100.00
1562212.00,50.10
559114.00,33.65
18688782.00,39.10
11001909.00,10.87
32130696.00,23.94
949734.00,24.21
13913775.00,5.30
13856185.00,63.81
136000.00,56.26
3120200.00,83.13
2973805.00,49.22
5476206.00,12.65
67425435.00,20.64
15293.00,83.37
4043205.00,69.14
977806.00,41.89
70953777.00,27.02
12225.00,61.70
1837887.00,49.60
2967620.00,12.37
2935375.00,40.06
16061327.00,62.72
43650333.00,36.28
34689050.00,56.58
9455675.00,41.58
3088690.00,64.49
182370.00,89.06
21756096.00,43.94
136100000.00,67.95
4648070.00,4.37
153244.00,21.11
20301.00,75.62
87436.00,32.37
8295384.00,61.42
5160313.00,34.72
61742.00,49.28
2886607.00,28.55
2325300.00,100.00
4840501.00,48.41
1842377.00,44.63
207942.00,9.58
4754149.00,26.00
25805575.00,48.23
4329467.00,8.55
36370050.00,70.88
13942000.00,19.20
43946.00,35.39
112826.00,25.73
97649.00,34.27
12958110.00,19.34
361053.00,58.35
550135.00,15.75
8251540.00,82.87
6281174.00,57.26
8088148.00,45.72
3608761.00,35.01
17018013.00,12.77
44416007.00,24.98
630151.00,15.33
2518566.00,23.61
90296.00,20.50
1039757.00,11.18
5889693.00,48.78
41020211.00,42.51
2655036.00,47.47
6886.00,53.85
7816.00,27.34
11470741.00,7.20
49290087.00,59.76
722849.00,80.11
56193492.00,78.01
220239000.00,73.67
2857107.00,84.22
14762133.00,40.05
106223.00,13.85
14127790.00,77.19
50295000.00,18.98
93000.00,77.30
7226885.00,15.50
5343550.00,36.86
6580739.00,20.85
154178332.00,43.81
5350330.00,37.35
105304312.00,56.53
1512546753.00,26.28
1318387202.00,20.01
299916557.00,69.44
783236424.00,64.18
205593316.00,49.59
460706924.00,68.35
191569506.00,27.32
257558535.00,19.97
1095834109.00,71.50
236180318.00,70.85
859653791.00,71.66
348391181.00,62.85
287721149.00,59.57
373921370.00,15.97
3189060100.00,27.30
240521361.00,17.72
1432919504.00,25.45
173702119.00,48.34
157293292.00,45.90
2948538739.00,28.09
246674600.00,73.87
967632509.00,69.96
9666095.00,25.45
1353818.00,28.01
16370243.00,29.55
858266916.00,21.48
362076216.00,21.40
361798225.00,21.39
1515619235.00,30.57
4284894209.00,38.48
13222547.00,14.96
2566266.00,33.30
18212331.00,41.79
31105.00,73.50
33746.00,90.38
7717139.00,18.73
70508.00,34.46
27277742.00,82.14
2991954.00,65.42
60106.00,50.50
14358000.00,85.88
7562305.00,65.37
5975045.00,52.49
201511.00,71.88
323511.00,85.66
76948378.00,12.63
250035.00,39.27
9525000.00,54.25
9839534.00,95.01
138972.00,49.70
3523270.00,25.55
53600.00,100.00
387731.00,9.17
5350320.00,43.44
4073480.00,33.81
923305.00,14.49
116532153.00,63.63
180357.00,60.74
8814032.00,60.33
6530820.00,7.67
3917866.00,4.01
278152.00,22.61
6982522.00,5.58
8425707.00,30.27
24036000.00,75.58
14663.00,100.00
2158844.00,33.22
4336389.00,18.40
127394.00,32.99
10907901.00,80.14
956165000.00,17.90
26502172.00,60.70
286583.00,22.41
24948113.00,26.57
1699781.00,46.01
2266153.00,42.40
7569558.00,36.40
4556000.00,48.08
9711393.00,66.58
148341.00,81.14
673252.00,54.12
10242098.00,73.14
5104248.00,83.17
308213.00,70.17
74239.00,45.12
5543520.00,49.04
7571953.00,45.11
41324806.00,43.83
4415625.00,43.03
215284.00,27.69
2251129.00,13.99
1460188.00,69.12
34053431.00,10.02
41946.00,31.36
609348.00,37.47
4752528.00,70.20
54947975.00,73.14
143033.00,59.12
694734.00,49.99
567828.00,26.77
4397700.00,51.75
78091820.00,72.73
10354490.00,30.71
9429959.00,68.39
49200.00,75.36
89070.00,32.78
99628.00,91.04
6754258.00,37.13
4416074.00,21.91
819371.00,16.46
773227.00,30.30
5450550.00,20.49
3413426.00,33.75
4667500.00,90.80
10684822.00,63.48
223537.00,87.64
665936435.00,22.38
140665859.00,20.96
35977589.00,48.21
12859226.00,64.18
3329100.00,54.66
63918.00,51.79
3690000.00,87.84
56155143.00,66.24
2080307.00,45.65
114898000.00,76.06
2021107.00,58.65
14215111.00,53.36
15081598.00,14.75
57664.00,31.60
16953621.00,56.82
36969185.00,53.23
1247597.00,93.00
3487100.00,38.62
3164146.00,11.84
2497921.00,66.14
2604875.00,71.10
1241159.00,11.33
1775200.00,33.21
2952877.00,67.27
24963.00,18.29
3379514.00,59.34
362007.00,78.98
242458.00,98.29
1877687.00,52.31
8268902.00,17.62
5807170.00,8.64
13191699.00,40.27
148797.00,20.98
6831530.00,17.54
310182.00,89.77
28399.00,59.24
1448664.00,24.63
933499.00,42.79
66025613.00,64.93
68221.00,26.21
3339000.00,38.82
26086.00,100.00
1603908.00,50.83
564213.00,34.69
19133462.00,39.80
11320103.00,11.58
32895739.00,23.95
970569.00,24.49
14228941.00,5.55
13941700.00,64.12
137500.00,56.65
3121200.00,83.23
3065118.00,49.46
5635954.00,13.03
69512233.00,21.07
15390.00,84.65
4058671.00,69.61
1032799.00,43.76
73204087.00,27.37
12151.00,61.98
1884512.00,49.88
3047769.00,12.59
3012833.00,40.60
16491087.00,63.34
44866279.00,36.64
34965600.00,57.22
9558250.00,41.98
3129421.00,65.34
192018.00,89.14
21951464.00,44.65
137060000.00,68.70
4804375.00,4.58
154010.00,21.13
20663.00,77.60
90095.00,32.74
8785326.00,62.93
5289445.00,35.07
62707.00,49.40
2951001.00,28.97
2353600.00,100.00
4890125.00,49.48
1862548.00,45.76
215353.00,9.90
5289049.00,26.25
26355319.00,48.29
4442665.00,8.54
36872506.00,71.53
14190000.00,19.06
43704.00,35.56
114551.00,26.00
98634.00,34.80
13429688.00,19.55
361463.00,60.60
567560.00,16.43
8275599.00,82.94
6281738.00,57.20
8363346.00,46.05
3707624.00,34.74
17556148.00,13.66
45423442.00,25.61
606295.00,15.70
2576468.00,23.96
91360.00,20.72
1054109.00,11.08
6049539.00,49.38
41953105.00,42.93
2723006.00,47.42
7057.00,54.24
7883.00,28.15
11817951.00,7.28
49525597.00,60.43
827394.00,80.31
56196504.00,78.16
222585000.00,73.68
2875970.00,84.62
15148932.00,40.54
109429.00,14.07
14525929.00,77.87
51436000.00,19.08
96000.00,78.28
7485921.00,15.84
5532350.00,37.83
6796946.00,21.35
159346617.00,44.33
5409054.00,37.75
105924838.00,57.21
1535745945.00,26.87
1339265399.00,20.66
301109767.00,69.69
788431684.00,64.53
208151377.00,50.07
462498335.00,68.65
196932449.00,27.67
264368402.00,20.38
1105455387.00,71.81
239533579.00,71.50
865921808.00,71.89
356288443.00,63.56
294563608.00,60.33
383418369.00,16.47
3254965161.00,27.86
245995521.00,18.04
1467887007.00,25.84
179237925.00,48.96
161932634.00,46.42
3008969640.00,28.67
249385800.00,73.89
976522691.00,70.20
9887586.00,26.10
1382648.00,28.16
16679288.00,30.05
878939779.00,21.89
372390972.00,21.79
372112364.00,21.78
1541082633.00,31.36
4360420548.00,38.88
13283279.00,15.44
2617832.00,33.50
18760761.00,42.67
31670.00,73.87
34819.00,91.26
7952882.00,19.24
70553.00,34.54
27684530.00,82.52
3044564.00,65.84
59978.00,50.49
14514000.00,85.82
7549425.00,65.38
6068531.00,52.66
206038.00,72.48
342829.00,85.88
79141947.00,13.70
251176.00,39.49
9584000.00,55.40
9848382.00,95.20
141308.00,49.54
3618509.00,26.68
53800.00,100.00
400378.00,9.64
